pair_uid,track,matched_set_id,parent_pair_uid,review_label,seller_uid_left,seller_uid_right,split_name,component_id,fold,evidence_type,silver_train_only,training_sample_weight,seed,variant_index,transform,synthetic_train_only,benchmark_eligible,independent_real_sample,fabricated_identifier_count,fabricated_market_or_provenance
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/negative/v01/right,primary,primary_matched_002,market_item.xlsx|茶马古道|seller_raw:/shop/427282||market_item.xlsx|茶马古道|seller_raw:/shop/436862,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/positive/v01/right,primary,primary_matched_002,market_item.xlsx|中文暗网交易市场|seller_raw:264776||market_item.xlsx|茶马古道|seller_raw:/shop/385,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_002/positive/v01/right,train,zh_target_strict_cc_5d2591f16cbcd99a,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v00/right,primary,primary_matched_003,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:546723,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v00/right,primary,primary_matched_003,market_item.xlsx|中文暗网交易市场|seller_raw:19692||market_item.xlsx|中文暗网交易市场|seller_raw:357141,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v00/right,train,zh_target_strict_cc_e21fd6d89ecb3687,0,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v01/right,primary,primary_matched_003,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:546723,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v01/right,primary,primary_matched_003,market_item.xlsx|中文暗网交易市场|seller_raw:19692||market_item.xlsx|中文暗网交易市场|seller_raw:357141,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_003/positive/v01/right,train,zh_target_strict_cc_e21fd6d89ecb3687,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v00/right,primary,primary_matched_004,market_item.xlsx|中文暗网交易市场|seller_raw:47411||market_item.xlsx|中文暗网交易市场|seller_raw:60931,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v00/right,train,zh_target_strict_cc_0209f4b7c62ccade,3,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v00/right,primary,primary_matched_004,market_item.xlsx|中文暗网交易市场|seller_raw:39516||market_item.xlsx|中文暗网交易市场|seller_raw:64954,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v00/right,train,zh_target_strict_cc_e052ce9c91056a43,3,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v01/right,primary,primary_matched_004,market_item.xlsx|中文暗网交易市场|seller_raw:47411||market_item.xlsx|中文暗网交易市场|seller_raw:60931,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/negative/v01/right,train,zh_target_strict_cc_0209f4b7c62ccade,3,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v01/right,primary,primary_matched_004,market_item.xlsx|中文暗网交易市场|seller_raw:39516||market_item.xlsx|中文暗网交易市场|seller_raw:64954,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_004/positive/v01/right,train,zh_target_strict_cc_e052ce9c91056a43,3,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v00/right,primary,primary_matched_005,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:569522,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v00/right,primary,primary_matched_005,market_item.xlsx|中文暗网交易市场|seller_raw:26383||market_item.xlsx|茶马古道|seller_raw:/shop/404544,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v00/right,train,zh_target_strict_cc_f90ae29225a92855,0,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v01/right,primary,primary_matched_005,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:569522,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v01/right,primary,primary_matched_005,market_item.xlsx|中文暗网交易市场|seller_raw:26383||market_item.xlsx|茶马古道|seller_raw:/shop/404544,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_005/positive/v01/right,train,zh_target_strict_cc_f90ae29225a92855,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v00/right,primary,primary_matched_006,market_item.xlsx|中文暗网交易市场|seller_raw:462418||market_item.xlsx|中文暗网交易市场|seller_raw:6639,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v00/right,train,zh_target_strict_cc_69603dfb2bfd9f9f,2,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v00/right,primary,primary_matched_006,market_item.xlsx|中文暗网交易市场|seller_raw:342077||market_item.xlsx|茶马古道|seller_raw:/shop/449476,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v00/right,train,zh_target_strict_cc_520079d78e2d7142,2,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v01/right,primary,primary_matched_006,market_item.xlsx|中文暗网交易市场|seller_raw:462418||market_item.xlsx|中文暗网交易市场|seller_raw:6639,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/negative/v01/right,train,zh_target_strict_cc_69603dfb2bfd9f9f,2,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v01/right,primary,primary_matched_006,market_item.xlsx|中文暗网交易市场|seller_raw:342077||market_item.xlsx|茶马古道|seller_raw:/shop/449476,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_006/positive/v01/right,train,zh_target_strict_cc_520079d78e2d7142,2,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v00/right,primary,primary_matched_007,market_item.xlsx|中文暗网交易市场|seller_raw:28990||market_item.xlsx|中文暗网交易市场|seller_raw:32559,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v00/right,train,zh_target_strict_cc_22709e967eba3940,3,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v00/right,primary,primary_matched_007,market_item.xlsx|中文暗网交易市场|seller_raw:43871||market_item.xlsx|中文暗网交易市场|seller_raw:46626,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v00/right,train,zh_target_strict_cc_f4a53fc0f07dd266,3,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v01/right,primary,primary_matched_007,market_item.xlsx|中文暗网交易市场|seller_raw:28990||market_item.xlsx|中文暗网交易市场|seller_raw:32559,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/negative/v01/right,train,zh_target_strict_cc_22709e967eba3940,3,ordinary_negative,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v01/right,primary,primary_matched_007,market_item.xlsx|中文暗网交易市场|seller_raw:43871||market_item.xlsx|中文暗网交易市场|seller_raw:46626,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_007/positive/v01/right,train,zh_target_strict_cc_f4a53fc0f07dd266,3,same_controller_style_structural_soft,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v00/right,primary,primary_matched_008,market_item.xlsx|中文暗网交易市场|seller_raw:506438||market_item.xlsx|茶马古道|seller_raw:/shop/463712,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v00/right,train,zh_target_strict_cc_aa08c51a98212568,3,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v00/right,primary,primary_matched_008,market_item.xlsx|中文暗网交易市场|seller_raw:43871||market_item.xlsx|中文暗网交易市场|seller_raw:68679,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v00/right,train,zh_target_strict_cc_f4a53fc0f07dd266,3,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v01/right,primary,primary_matched_008,market_item.xlsx|中文暗网交易市场|seller_raw:506438||market_item.xlsx|茶马古道|seller_raw:/shop/463712,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/negative/v01/right,train,zh_target_strict_cc_aa08c51a98212568,3,ordinary_negative,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v01/right,primary,primary_matched_008,market_item.xlsx|中文暗网交易市场|seller_raw:43871||market_item.xlsx|中文暗网交易市场|seller_raw:68679,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_008/positive/v01/right,train,zh_target_strict_cc_f4a53fc0f07dd266,3,same_controller_style_structural_soft,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v00/right,primary,primary_matched_009,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:581981,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v00/right,primary,primary_matched_009,market_item.xlsx|中文暗网交易市场|seller_raw:401772||market_item.xlsx|中文暗网交易市场|seller_raw:485545,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v00/right,train,zh_target_strict_cc_c4b8f5a840796f04,0,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v01/right,primary,primary_matched_009,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:581981,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v01/right,primary,primary_matched_009,market_item.xlsx|中文暗网交易市场|seller_raw:401772||market_item.xlsx|中文暗网交易市场|seller_raw:485545,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_009/positive/v01/right,train,zh_target_strict_cc_c4b8f5a840796f04,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v00/right,primary,primary_matched_010,market_item.xlsx|中文暗网交易市场|seller_raw:581981||market_item.xlsx|中文暗网交易市场|seller_raw:99610,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v00/right,primary,primary_matched_010,market_item.xlsx|中文暗网交易市场|seller_raw:581978||market_item.xlsx|茶马古道|seller_raw:/shop/464140,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v01/right,primary,primary_matched_010,market_item.xlsx|中文暗网交易市场|seller_raw:581981||market_item.xlsx|中文暗网交易市场|seller_raw:99610,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v01/right,primary,primary_matched_010,market_item.xlsx|中文暗网交易市场|seller_raw:581978||market_item.xlsx|茶马古道|seller_raw:/shop/464140,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_010/positive/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v00/right,primary,primary_matched_011,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:526920,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
