pair_uid,candidate_language,data_bucket,candidate_scope,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_normalized_left,alias_normalized_right,alias_relation,same_market_raw,item_count_left,item_count_right,shared_contact_count,shared_contact_types,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,lexical_similarity,structural_support_score,item_count_ratio,price_median_ratio,style_distance_l1,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,pgp_alias_hit_count_left,pgp_alias_hit_count_right,candidate_rule_hits,candidate_rule_count,candidate_rank_score,review_priority,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
products_data.csv|__unknown__|seller_id:707139||products_data.csv|__unknown__|seller_id:707156,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:707139,products_data.csv|__unknown__|seller_id:707156,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,虚拟物品,0.545843,0.622604,0.5,0.75,0.519165,0,,0,0,profile_lexical_neighbor|structural_support,2,4.520266,medium,"T: 低价出网贷贷款逾期用户数据 || 香港HKstockacc证券股民数据2000条320美金2 | D: 香港HKstockacc证券股民数据2000条320美金2 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 技术服务[非教程] || 虚拟物品","T: 低价出台湾证券数据 || 低价出台湾证券数据 | D: ""低价出台湾证券2000条320美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:344175||products_data.csv|__unknown__|seller_id:608103,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:344175,products_data.csv|__unknown__|seller_id:608103,__unknown__,__unknown__,,,,,alias_missing,true,5,4,0,,,0,,0,,1,教程与文档,0.493667,0.748981,0.8,0.9125,0.433154,0,,0,0,profile_lexical_neighbor|structural_support,2,4.459964,medium,"T: 黄网教程目前最全面的教程包含源码x钱等等一应俱全拍下自动发货 || AI人工换脸技术用处自己开发自动发货 | D: 黄网教程目前最全面的教程，包含源码洗钱等等一应俱全，拍下自动发货 如果你是小白没有建站基础,一步 一步的按照教程来操作 那就绝对没有问题了 重点1，关于数据采集,采集出来的,有好多都是无效地址的,后台一键删除就OK 重点2，投资小,给大家算下.服务器360+域名60=420 全部搞定 要知道最不缺流量的地方就是黄... | C: 技术服务[非教程] || 教程与文档","T: 零基础催眠全套视频教程内部培训初中高级瞬间催眠元辰宫自动发货 || APP活体过人脸技术加过视频套餐自动发货 | D: 关于黄网目前最全面的教程，包含源码模板运营xi钱等等一应俱全，自动发货 两套教程一套基础面向小白，另一套进阶供大神参考 如果你是小白没有建站基础,一步 一步的按照教程来操作 那就绝对没有问题了 从最基础开始 ：域名的选择和购买 还有就是空间的操作，以及怎么样去配置好源码，数据的采集，手机软件的制作等等.....这... | C: 教程与文档",pending,,,
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:681266,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:681266,__unknown__,__unknown__,,,,,alias_missing,true,3,1,0,,,0,,0,,1,常规服务与操作,0.455875,0.825598,0.333333,1.0,0.061882,0,,0,0,profile_lexical_neighbor|structural_support,2,4.386446,medium,T: 侦探_查_在线秒回信息 || 常年稳定查询 | D: 银行核查等==提供SFZ号(拍170份） 车辆轨迹====出全国车辆抓拍卡口时间地点等==提供车牌号码（拍100份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍20份） 三网手机机主信息====出机主信息==提供手机号(拍50份） 三网名下号码====出名下手机号==提供SFZ号(拍50份）... | C: 常规服务与操作,T: 0手查档查开房查车查定位查所有 || 0手查档查开房查车查定位查所有 | D: 【全国房产】 固定资产商品房-提供身份证-(拍50份) 【社交软件类】 微信号查注册手机号-提供微信号码--(拍20份) 微信好友提取-提供微信号吧他的好友提取出来-(拍30份) QQ好友提取-提供QQ号把他的好友全部提取出来-(拍30份)） QQ群提取--时价 【手机号码信息类】 联通手机号机主身份证-提供手机... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:707065||products_data.csv|__unknown__|seller_id:708128,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:707065,products_data.csv|__unknown__|seller_id:708128,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.456967,0.80799,1.0,0.266667,0.069415,0,,0,0,profile_lexical_neighbor|structural_support,2,4.357782,medium,"T: 低价出新加坡华人物流数据 || 低价出新加坡华人物流数据 | D: ""低价出新加坡华人物流500条80美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 澳大利亚女性华人华侨_拼音_数据 || 澳大利亚女性华人华侨_拼音_数据 | D: ""澳大利亚女性华人华侨_拼音_31000条300美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:176839||products_data.csv|__unknown__|seller_id:86267,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:176839,products_data.csv|__unknown__|seller_id:86267,__unknown__,__unknown__,,,,,alias_missing,true,9,1,0,,,0,,0,,1,技术服务[非教程],0.622578,0.297313,0.111111,0.147059,0.637836,0,,0,0,profile_lexical_neighbor,1,4.330094,medium,T: 微盘二开版带余额宝功能期货数字火币交易完整数据k线正常 || 代考驾照c1b1免人到场45天就可以拿到驾照 | D: 请到【我的钱袋】申请积分【解决积分充值入口太深的提醒问题】 8、优化首页资源列表加载速度、其他页面数据加载速度 修复 后台VIP设置中会员权益没显示的问题 备注:本次更新需要更新小程序 适用范围 梦想贩卖机、资源变现、赚钱神器、知识社群、激励视频、微信小程序、小程序源码 运行环境 PHP+MYSQL+微擎+小程序... | C: 技术服务[非教程] || 教程与文档,T: 黑客渗透工具包，50+工具！！ || 黑客渗透工具包，50+工具！！ | D: 黑客渗透工具包，内含IIS提权，MD5在线破解器，网站后台目录扫描，旁注扫描，大马小马图片马，提权，盲注，链接嗅探，跳转拦截，注入中转，注入抓包，转码等多个实用工具，是您拿站的好帮手，付款后链接自动显示 | C: 技术服务[非教程],pending,,,
products_data.csv|__unknown__|seller_id:707276||products_data.csv|__unknown__|seller_id:708128,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:707276,products_data.csv|__unknown__|seller_id:708128,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.460124,0.75766,1.0,0.066667,0.072055,0,,0,0,profile_lexical_neighbor|structural_support,2,4.276064,medium,"T: 低价出马来西亚华人华侨数据 || 低价出马来西亚华人华侨数据 | D: ""低价出马来西亚华人华侨200条20美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 澳大利亚女性华人华侨_拼音_数据 || 澳大利亚女性华人华侨_拼音_数据 | D: ""澳大利亚女性华人华侨_拼音_31000条300美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:562720||products_data.csv|__unknown__|seller_id:566317,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:562720,products_data.csv|__unknown__|seller_id:566317,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.492413,0.653256,0.5,0.12012,0.014191,0,,0,0,profile_lexical_neighbor|structural_support,2,4.26099,medium,"T: 币圈外汇股民领英数据一46679条领英coach20美金 || 币圈外汇股民领英数据一46679条领英coach20美金 | D: 币圈外汇股民领英数据一46679条领英coach20美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 || 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 | D: 澳大利亚币圈310万其一30万条300美金一14 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:681266,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:565793,products_data.csv|__unknown__|seller_id:681266,__unknown__,__unknown__,,,,,alias_missing,true,3,1,0,,,0,,0,,1,常规服务与操作,0.424833,0.829223,0.333333,1.0,0.032885,0,,0,0,profile_lexical_neighbor|structural_support,2,4.207444,medium,T: 查档_开房_查所有_侦探_人肉_高级贴_14小时在线 || 低价位置信息查询资产婚姻开房社工帮忙 | D: 价格上下浮动我会在价格上调整 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码- 模糊查询-提供大概年龄+地区+名字-(拍5份) 犯罪记录-提供身份证号码-(拍4份) 网逃记录-提供身份证号码-(拍3份) 学信网学籍-提供身份证号码-(拍8份) 名下资产-提供身份证号码-(拍10... | C: 常规服务与操作,T: 0手查档查开房查车查定位查所有 || 0手查档查开房查车查定位查所有 | D: 【全国房产】 固定资产商品房-提供身份证-(拍50份) 【社交软件类】 微信号查注册手机号-提供微信号码--(拍20份) 微信好友提取-提供微信号吧他的好友提取出来-(拍30份) QQ好友提取-提供QQ号把他的好友全部提取出来-(拍30份)） QQ群提取--时价 【手机号码信息类】 联通手机号机主身份证-提供手机... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:561217||products_data.csv|__unknown__|seller_id:632484,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:561217,products_data.csv|__unknown__|seller_id:632484,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.449612,0.751574,1.0,0.025,0.037412,0,,0,0,profile_lexical_neighbor|structural_support,2,4.20082,medium,"T: 瑞士华人华侨5000条800美金 || 瑞士华人华侨5000条800美金 | D: 瑞士华人华侨5000条800美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 英国华人华侨200条测试20美金 || 英国华人华侨200条测试20美金 | D: ""英国华人华侨200条测试20美金↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:582222,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:565793,products_data.csv|__unknown__|seller_id:582222,__unknown__,__unknown__,,,,,alias_missing,true,3,3,0,,,0,,0,,1,常规服务与操作,0.365561,0.984738,1.0,1.0,0.122098,0,,0,0,profile_lexical_neighbor|structural_support,2,4.162842,medium,T: 查档_开房_查所有_侦探_人肉_高级贴_14小时在线 || 低价位置信息查询资产婚姻开房社工帮忙 | D: 价格上下浮动我会在价格上调整 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码- 模糊查询-提供大概年龄+地区+名字-(拍5份) 犯罪记录-提供身份证号码-(拍4份) 网逃记录-提供身份证号码-(拍3份) 学信网学籍-提供身份证号码-(拍8份) 名下资产-提供身份证号码-(拍10... | C: 常规服务与操作,T: 查名下所有银行卡号余额 || 查名下所有银行卡号余额 | D: 有什么问题可以随时咨询我 【个人基本信息类】 个人户籍-提供身份证号码-·(拍2份) 全家户籍-提供身份证号码-·(拍15份) 模糊查询-提供大概年龄+地区+名字-·(拍15份) 犯罪记录-提供身份证号码-·(拍10份) 网逃记录-提供身份证号码-·(拍10份) 学信网学籍-提供身份证号码-·(拍15份) 名下资... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:257226||products_data.csv|__unknown__|seller_id:353296,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:257226,products_data.csv|__unknown__|seller_id:353296,__unknown__,__unknown__,,,,,alias_missing,true,2,2,0,,,0,,0,,1,常规服务与操作,0.404186,0.858793,1.0,0.586667,0.302988,0,,0,0,profile_lexical_neighbor|structural_support,2,4.142702,medium,T: 特价查询。每天有特价 || 特价查询。每天有特价 | D: 1件是10RMB 运营商二要素查询（拍1件）在线秒出（手机号+姓名） 运营商三要素查询（拍1件）在线秒出（手机号+姓名=身份证） 手机在网状态查询 (拍1件）在线秒出（手机号） 手机入网时长查询（拍1件）在线秒出（手机号） 银行卡一要素查询 （拍1件）在线秒出（银行卡号） 银行卡二要素查询 （拍1件）在线秒出（银... | C: 常规服务与操作,T: 个人信息 - 查询服务 - 内网查档 - 在线接单 - 全网特价 || 个人信息 - 查询服务 - 内网查档 - 在线接单 - 全网特价 | D: 车辆信息70元 拍70份 --------------以下业务-提供证件号查询----------- 个人户籍 9 -------- 全家户籍 160 sfz复应件 70 -------- 人脸识别 140 模糊找人 85 -------- 名下号码 80 婚姻记录 170 -------- 开房记录 170 犯... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:562720,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:562720,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.430788,0.756909,1.0,0.04,0.024728,0,,0,0,profile_lexical_neighbor|structural_support,2,4.098546,medium,"T: 美国领英商务精英币圈外汇股民客户简历100万条500美金 || 美国领英商务精英币圈外汇股民客户简历100万条500美金 | D: 美国领英商务精英币圈外汇股民客户数据含社交简历100万条500美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 币圈外汇股民领英数据一46679条领英coach20美金 || 币圈外汇股民领英数据一46679条领英coach20美金 | D: 币圈外汇股民领英数据一46679条领英coach20美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:562253||products_data.csv|__unknown__|seller_id:562720,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:562253,products_data.csv|__unknown__|seller_id:562720,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.348625,0.994955,1.0,1.0,0.040359,0,,0,0,profile_lexical_neighbor|structural_support,2,4.08166,medium,"T: 币圈股民437条领英youtube20美金 || 币圈股民437条领英youtube20美金 | D: 币圈股民437条领英youtube20美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 币圈外汇股民领英数据一46679条领英coach20美金 || 币圈外汇股民领英数据一46679条领英coach20美金 | D: 币圈外汇股民领英数据一46679条领英coach20美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:700061,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:700061,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,虚拟物品,0.468407,0.632042,0.5,0.05,0.043662,0,,0,0,profile_lexical_neighbor|structural_support,2,4.074526,medium,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,T: 美国币粉币圈coinbase用户 || 美国币粉币圈coinbase用户 | D: ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条1770美金 交易编号---47369-----币... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:510342||products_data.csv|__unknown__|seller_id:540521,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:510342,products_data.csv|__unknown__|seller_id:540521,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,实体发货商品,0.344953,0.996754,1.0,1.0,0.025966,0,,0,0,profile_lexical_neighbor|structural_support,2,4.063226,medium,T: 四件套盾卡诚信交易 || 四件套盾卡诚信交易 | D: 拍下一份=15美元 约100人民币 如果需要直接拍下 留言写下具体要求（什么银行等）留下发货地址 售后：质保期两个月，质保期内出问题赔付3万，另外积极配合处理 | C: 实体发货商品,T: 诚信交易四件套 || 诚信交易四件套 | D: 四件套：银行卡+U盾+电话卡+身份证正反面+手持身份证照 有什么需求都可以定制 1：本人每天都会上线、拍下隔天发货 一手工厂货，质量有保障可安全使用 四件套盾卡：银行卡+手机卡+U盾+身份证正反=2500 拍下一份=15美元 约100人民币 如果需要直接拍下 留言写下具体要求， 售后：质保期两个月，质保期内出问题... | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:328068||products_data.csv|__unknown__|seller_id:524089,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:328068,products_data.csv|__unknown__|seller_id:524089,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,技术服务[非教程],0.391063,0.844514,1.0,0.4,0.043884,0,,0,0,profile_lexical_neighbor|structural_support,2,4.035406,medium,T: 自动翻译 torbrowser洋葱中文翻译插件 带文本说明 || 自动翻译 torbrowser洋葱中文翻译插件 带文本说明 | D: tor browser洋葱路由中文翻译插件，使用 Google Translate 插件翻译整页 简单好用自动更新带文本教程，操作完毕放款，送永久翻墙工具 | C: 技术服务[非教程],T: 洋葱浏览器翻译插件电脑版可以翻译各国语言 || 洋葱浏览器翻译插件电脑版可以翻译各国语言 | D: 洋葱浏览器翻译插件电脑版可以翻译各国语语言，使用方法下载直接拉入洋葱浏览器即可 | C: 技术服务[非教程],pending,,,
products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:700061,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523269,products_data.csv|__unknown__|seller_id:700061,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.372423,0.898669,1.0,0.6,0.010649,0,,0,0,profile_lexical_neighbor|structural_support,2,4.031876,medium,T: 新到英国币圈交易所用户2万条数据 || 新到英国币圈交易所用户2万条数据 | D: ↓ 交易编号---47899-----澳大利亚币圈90万条900美金 交易编号---43691-----500万女性1996年异地户籍本地号1800条50美金 交易编号---45227-----河南省_郑州市女性身份证四要素93173条14413美金 交易编号---47237-----四川_阿坝工商联商会个体协会... | C: 虚拟物品,T: 美国币粉币圈coinbase用户 || 美国币粉币圈coinbase用户 | D: ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条1770美金 交易编号---47369-----币... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:639133,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:639133,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,0,,1,常规服务与操作,0.388379,0.844222,0.666667,0.766667,0.11289,0,,0,0,profile_lexical_neighbor|structural_support,2,4.018718,medium,T: 侦探_查_在线秒回信息 || 常年稳定查询 | D: 银行核查等==提供SFZ号(拍170份） 车辆轨迹====出全国车辆抓拍卡口时间地点等==提供车牌号码（拍100份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍20份） 三网手机机主信息====出机主信息==提供手机号(拍50份） 三网名下号码====出名下手机号==提供SFZ号(拍50份）... | C: 常规服务与操作,T: 信誉商家老字号个人信息查询全天在线 || 个人信息车辆档案查询24h在线 | D: 银行核查等==提供SFZ号(拍30份） 车辆轨迹====出全国车辆抓拍时间地点等==提供车牌号码（拍14份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍2份） 三网手机机主信息====出机主信息==提供手机号(拍5份） 三网名下号码====出名下手机号==提供SFZ号(拍4份） 名下车辆==... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:561583||products_data.csv|__unknown__|seller_id:634338,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:561583,products_data.csv|__unknown__|seller_id:634338,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.401024,0.786058,1.0,0.156,0.023532,0,,0,0,profile_lexical_neighbor|structural_support,2,3.97826,medium,"T: 自动发货一银行大额终身金融客户一证券客户1000条156美金 || 自动发货一银行大额终身金融客户一证券客户1000条156美金 | D: 自动发货一银行大额终身金融客户一证券vip贵宾客户1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 低价出一日本金融客户一女性数据10万条1000美金 || 低价出一日本金融客户一女性数据10万条1000美金 | D: 低价出一日本金融客户一女性数据10万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:565330||products_data.csv|__unknown__|seller_id:566317,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:565330,products_data.csv|__unknown__|seller_id:566317,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.445822,0.650417,0.5,0.12012,0.036903,0,,0,0,profile_lexical_neighbor|structural_support,2,3.975766,medium,"T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金3 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金3 | D: 币圈外汇股民领英数据一美国怀俄明州11万条20美金3 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 || 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 | D: 澳大利亚币圈310万其一30万条300美金一14 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:610694||products_data.csv|__unknown__|seller_id:611478,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:610694,products_data.csv|__unknown__|seller_id:611478,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,常规服务与操作,0.431073,0.672419,0.5,0.258621,0.137888,0,,0,0,profile_lexical_neighbor|structural_support,2,3.931276,medium,T: 打手服务一接伤残单一接各种意外伤残亡单 || 打手服务一接伤残单一接各种意外伤残亡单 | D: 1.滴滴打人，各种你不方便出面的都可委托我们解决，如小区单位油漆写字，车上写字等搞臭其名声 家里丢死动物恐吓目标等等个各种私人定制 2.伤残单 ， 轻伤，重伤断手断脚等 3.艾滋针等传染病针 4.亡单 5.各种私人定制，只要你的预算足够，我们都能为你服务，不接政治相关单子 需要的客户请下随意金额订单咨询，可以随时退款 | C: 常规服务与操作,T: 打手服务一各种伤残一亡单一私人定制 || 6折查档一流水一开房一司法一网逃 | D: 【基本信息查询】 个人户籍-提供身份证号码——10U 名下手机号三网查询—— 65U 犯罪记录及网逃-提供身份证号码——65U 模糊查询-提供大概年龄+地区+名字——80U 全家户籍-提供身份证号码——100U 婚姻记录-提供身份证号码——100U 社保记录----100U 公司法人及股东——100U 人脸识别找... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:533761||products_data.csv|__unknown__|seller_id:680585,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:533761,products_data.csv|__unknown__|seller_id:680585,__unknown__,__unknown__,,,,,alias_missing,true,2,4,0,,,0,,0,,2,实体发货商品 || 常规服务与操作,0.429757,0.658209,0.5,0.52381,0.115283,0,,0,0,profile_lexical_neighbor|structural_support,2,3.89496,medium,T: 一一黑帮打手一一杀手一一 || 一一黑帮打手一一杀手一一 | D: 防止串号，防止因更换设备引起的风控 3.收款用单独四件套1800RMB 含 银行卡+手机卡+u盾+sfz正反面 4.收款用四件套+支付宝=2500RMB 含 银行卡+手机卡+u+正反面+支付宝 5.小额收款1600 RMB 银行卡不带u盾+手机卡+sfz正反面 6.小额收款加+支付宝2100 RMB 银行卡不带u... | C: 常规服务与操作 || 实体发货商品,T: 户籍办理男女 || 现实报复打人 | D: 需要更多私人订制请留言回复 1.车辆喷漆2万RMB强奸拍视频10万RMB 2.住所泼油漆，油漆单位油漆写字2万RMB 3.打手服务 打一顿2万 重伤5万 断手断脚20万 4.亡单300万 需要可直接下单咨询，需要任何私人订制可咨询详谈 以上全部U结算.支持全国上门服务 | C: 常规服务与操作 || 技术服务[非教程],pending,,,
products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:588888,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:565793,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,0,,1,常规服务与操作,0.365684,0.844975,0.666667,1.0,0.573534,0,,0,0,profile_lexical_neighbor|structural_support,2,3.884054,medium,T: 查档_开房_查所有_侦探_人肉_高级贴_14小时在线 || 低价位置信息查询资产婚姻开房社工帮忙 | D: 价格上下浮动我会在价格上调整 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码- 模糊查询-提供大概年龄+地区+名字-(拍5份) 犯罪记录-提供身份证号码-(拍4份) 网逃记录-提供身份证号码-(拍3份) 学信网学籍-提供身份证号码-(拍8份) 名下资产-提供身份证号码-(拍10... | C: 常规服务与操作,T: 全网高质量查档 || 全网高质量查档 | D: 【车辆信息类】 查名下车-提供身份证号码-·(拍10份) 车主信息-提供车牌号码-·(拍10份） 车辆轨迹-提供车牌号码-·(拍55份) 违章处理人-提供车牌号码-·(拍20份) 违章车牌-提供身份证号码-·(拍20份) 车辆保险-提供身份证号码-·(拍20份） 【银行信息类】 个人征信/提供身份证号码-·(拍3... | C: 常规服务与操作,pending,,,
