pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,core_transfer_eligible,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,same_market_raw_bool,same_source_dataset_bool,review_priority,review_status,review_label,profile_category_jaccard,has_shared_title_clone,has_shared_description_clone,has_shared_contact_exact,has_shared_pgp_fingerprint,shared_title_count_capped,shared_description_count_capped,shared_category_count_capped,shared_contact_count_capped,shared_pgp_fingerprint_count_capped,boilerplate_ratio_left,boilerplate_ratio_right,boilerplate_ratio_max,boilerplate_ratio_gap_abs,shared_title_idf_sum,shared_description_idf_sum,shared_title_idf_mean,shared_description_idf_mean,shared_boilerplate_count,shared_low_df_sentence_count,shared_rare_ngram_count,candidate_rule_count_raw,sparse_lexical_similarity_raw,structural_support_score_raw,left_market_profile_size,right_market_profile_size,item_count_percentile_gap_abs,price_median_percentile_gap_abs,title_length_median_percentile_gap_abs,description_length_median_percentile_gap_abs,digit_ratio_mean_percentile_gap_abs,punct_ratio_mean_percentile_gap_abs,repeated_title_share_percentile_gap_abs,repeated_description_share_percentile_gap_abs,max_category_share_percentile_gap_abs,uppercase_ratio_mean_percentile_gap_abs,item_count_raw_gap_abs,price_median_raw_gap_abs,title_length_median_raw_gap_abs,description_length_median_raw_gap_abs,digit_ratio_mean_raw_gap_abs,punct_ratio_mean_raw_gap_abs,repeated_title_share_raw_gap_abs,repeated_description_share_raw_gap_abs,max_category_share_raw_gap_abs,uppercase_ratio_mean_raw_gap_abs
products_data.csv|__unknown__|seller_id:1880883||products_data.csv|__unknown__|seller_id:1889980,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:1880883,products_data.csv|__unknown__|seller_id:1889980,__unknown__,__unknown__,1,1,high,pending,,1.0,1,1,0,0,1,5,1,0,0,0.0,0.0,0.0,0.0,6.414618,57.731562,6.414618,6.414618,0,0,0,4,1.0,1.0,673,673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
products_data.csv|__unknown__|seller_id:560483||products_data.csv|__unknown__|seller_id:598085,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:560483,products_data.csv|__unknown__|seller_id:598085,__unknown__,__unknown__,1,1,high,pending,,0.333333,0,1,0,0,0,2,1,0,0,0.416667,0.0,0.416667,0.416667,0,11.807584,0.0,5.903792,0,0,0,3,0.722979,0.614234,673,673,0.072917,0.108631,0.116071,0.078869,0.10119,0.458334,0.0,0.0,0.049107,0.061012,1.0,7.5,2.5,50.5,0.012315,0.046814,0.0,0.0,0.166667,0.003187
products_data.csv|__unknown__|seller_id:491210||products_data.csv|__unknown__|seller_id:519199,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:491210,products_data.csv|__unknown__|seller_id:519199,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,5.903792,0.0,5.903792,0,0,0,3,0.632289,0.639368,673,673,0.099702,0.318453,0.354167,0.305059,0.129464,0.127977,0.0,0.0,0.0,0.061012,2.0,11.5,8.0,346.0,0.018771,0.022065,0.0,0.0,0.0,0.00422
products_data.csv|__unknown__|seller_id:317037||products_data.csv|__unknown__|seller_id:5463,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:317037,products_data.csv|__unknown__|seller_id:5463,__unknown__,__unknown__,1,1,high,pending,,0.0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,19.243854,0.0,6.414618,0,0,0,2,0.682226,0.470874,673,673,0.072917,0.18006,0.0,0.181547,0.267857,0.014881,0.0,0.0,0.837798,0.0,1.0,7.5,0.0,85.0,0.030667,0.002343,0.0,0.0,0.333333,0.0
products_data.csv|__unknown__|seller_id:575281||products_data.csv|__unknown__|seller_id:583340,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:575281,products_data.csv|__unknown__|seller_id:583340,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,5,1,0,0,0.0,0.0,0.0,0.0,0,23.432847,0.0,5.858212,0,0,0,3,0.561308,0.830152,673,673,0.072917,0.0,0.288691,0.002976,0.011904,0.208334,0.013393,0.016369,0.0,0.056548,1.0,0.0,8.5,1.0,0.002249,0.020826,0.333333,0.333333,0.0,0.002373
products_data.csv|__unknown__|seller_id:582222||products_data.csv|__unknown__|seller_id:588888,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:582222,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,4,1,0,0,0.076923,0.333333,0.333333,0.25641,0,24.795426,0.0,6.198856,0,0,0,3,0.549829,0.833171,673,673,0.072917,0.0,0.098214,0.714286,0.200892,0.450893,0.0,0.022322,0.0,0.116072,1.0,0.0,3.5,1477.0,0.035811,0.12462,0.0,0.5,0.0,0.007531
products_data.csv|__unknown__|seller_id:509685||products_data.csv|__unknown__|seller_id:555218,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:509685,products_data.csv|__unknown__|seller_id:555218,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,2,1,0,0,0.363636,0.285714,0.363636,0.077922,0,10.190179,0.0,5.09509,2,0,0,3,0.526383,0.802265,673,673,0.0,0.328869,0.316964,0.061012,0.236607,0.116072,0.0,0.0,0.0,0.089286,0.0,29.2,7.0,56.0,0.028167,0.010251,0.0,0.0,0.0,0.006618
products_data.csv|__unknown__|seller_id:527483||products_data.csv|__unknown__|seller_id:665317,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:527483,products_data.csv|__unknown__|seller_id:665317,__unknown__,__unknown__,1,1,high,pending,,0.0,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,12.253872,0.0,6.126936,0,0,0,2,0.578472,0.534939,673,673,0.072917,0.069941,0.28869,0.324404,0.169643,0.269345,0.0,0.0,0.837798,0.238095,1.0,7.0,6.0,106.5,0.023085,0.044276,0.0,0.0,0.333333,0.01676
products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:579776,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:565793,products_data.csv|__unknown__|seller_id:579776,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.416667,0.416667,0.416667,0,6.126936,0.0,6.126936,0,0,0,3,0.436901,0.852063,673,673,0.072917,0.092262,0.160714,0.010416,0.130952,0.010417,0.0,0.0,0.0,0.236607,1.0,3.5,2.5,316.5,0.021471,0.010126,0.0,0.0,0.0,0.018566
products_data.csv|__unknown__|seller_id:17318||products_data.csv|__unknown__|seller_id:602704,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:17318,products_data.csv|__unknown__|seller_id:602704,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,5.903792,0.0,5.903792,0,0,0,3,0.431056,0.857123,673,673,0.172619,0.008929,0.111607,0.086309,0.004464,0.037203,0.0,0.0,0.0,0.110119,1.0,1.0,2.0,125.5,0.000916,0.003501,0.0,0.0,0.0,0.013602
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:579776,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:579776,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,2,1,0,0,0.083333,0.416667,0.416667,0.333334,0,10.777965,0.0,5.388983,1,0,0,3,0.411774,0.8523,673,673,0.072917,0.092262,0.342262,0.014881,0.010417,0.041667,0.0,0.0,0.0,0.184524,1.0,3.5,9.5,413.5,0.002546,0.031566,0.0,0.0,0.0,0.014158
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:582222,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:582222,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,2,1,0,0,0.083333,0.076923,0.083333,0.00641,0,11.337581,0.0,5.668791,1,0,0,3,0.369189,0.979607,673,673,0.0,0.0,0.10119,0.723215,0.203869,0.433036,0.0,0.0,0.0,0.226191,0.0,0.0,4.0,1691.0,0.036519,0.10967,0.0,0.0,0.0,0.016958
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:533821,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.416667,0.5,0.5,0.083333,0,32.483822,0.0,5.41397,5,0,0,3,0.413819,0.743541,673,673,0.0,0.31994,0.373512,0.046131,0.075893,0.038691,0.0,0.0,0.0,0.227678,0.0,485.0,8.5,1049.0,0.103313,0.029577,0.0,0.0,0.0,0.016823
products_data.csv|__unknown__|seller_id:579776||products_data.csv|__unknown__|seller_id:588888,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:579776,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.416667,0.333333,0.416667,0.083334,0,15.354303,0.0,5.118101,3,0,0,3,0.364551,0.872531,673,673,0.0,0.092262,0.339286,0.005952,0.00744,0.059524,0.0,0.022322,0.0,0.074405,0.0,3.5,9.0,199.5,0.001838,0.046516,0.0,0.5,0.0,0.004731
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:588888,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.083333,0.333333,0.333333,0.25,0,6.126936,0.0,6.126936,0,0,0,3,0.369362,0.851031,673,673,0.072917,0.0,0.002976,0.008929,0.002977,0.017857,0.0,0.022322,0.0,0.110119,1.0,0.0,0.5,214.0,0.000708,0.01495,0.0,0.5,0.0,0.009427
products_data.csv|__unknown__|seller_id:579776||products_data.csv|__unknown__|seller_id:582222,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:579776,products_data.csv|__unknown__|seller_id:582222,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.416667,0.076923,0.416667,0.339744,0,5.210645,0.0,5.210645,1,0,0,3,0.369446,0.843974,673,673,0.072917,0.092262,0.241072,0.708334,0.193452,0.391369,0.0,0.0,0.0,0.041667,1.0,3.5,5.5,1277.5,0.033973,0.078104,0.0,0.0,0.0,0.0028
products_data.csv|__unknown__|seller_id:635552||products_data.csv|__unknown__|seller_id:709223,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:635552,products_data.csv|__unknown__|seller_id:709223,__unknown__,__unknown__,1,1,high,pending,,0.333333,0,1,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0,12.829236,0.0,6.414618,0,0,0,3,0.442901,0.600439,673,673,0.0,0.407739,0.177083,0.0,0.354166,0.001488,0.0,0.0,0.0,0.5625,0.0,19.0,4.0,0.0,0.042134,0.000167,0.0,0.0,0.0,0.093579
products_data.csv|__unknown__|seller_id:528954||products_data.csv|__unknown__|seller_id:529128,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:528954,products_data.csv|__unknown__|seller_id:529128,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,6.414618,0.0,6.414618,0,0,0,3,0.287196,0.996576,673,673,0.0,0.0,0.0,0.252976,0.046131,0.163691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.005133,0.022258,0.0,0.0,0.0,0.0
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:528952,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:528952,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.416667,0.416667,0.416667,0.0,0,32.483822,0.0,5.41397,5,0,0,3,0.322873,0.796548,673,673,0.0,0.202381,0.214286,0.002977,0.002976,0.001489,0.0,0.0,0.0,0.023809,0.0,104.0,4.5,57.0,0.007839,0.00542,0.0,0.0,0.0,0.001956
products_data.csv|__unknown__|seller_id:101978||products_data.csv|__unknown__|seller_id:1895295,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:101978,products_data.csv|__unknown__|seller_id:1895295,__unknown__,__unknown__,1,1,high,pending,,0.5,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,5.721471,0.0,5.721471,0,0,0,2,0.402044,0.53139,673,673,0.072917,0.119048,0.040179,0.46131,0.31994,0.087797,0.013393,0.016369,0.837798,0.28125,1.0,3.9,1.5,200.5,0.043382,0.007754,0.333333,0.333333,0.333333,0.03108
products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:579776,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:507092,products_data.csv|__unknown__|seller_id:579776,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,2,1,0,0,0.0,0.416667,0.416667,0.416667,0,6.126936,0.0,6.126936,0,0,0,3,0.298426,0.753696,673,673,0.142857,0.092262,0.267858,0.083334,0.153274,0.03869,0.0,0.0,0.0,0.290179,5.0,3.5,6.5,723.5,0.024299,0.025611,0.0,0.0,0.0,0.025284
products_data.csv|__unknown__|seller_id:472165||products_data.csv|__unknown__|seller_id:740475,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:472165,products_data.csv|__unknown__|seller_id:740475,__unknown__,__unknown__,1,1,high,pending,,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,6.126936,0.0,6.126936,0,0,0,3,0.363576,0.551537,673,673,0.272321,0.001488,0.315476,0.010417,0.09375,0.157738,0.0,0.0,0.0,0.160714,3.0,0.5,8.0,3.0,0.01325,0.015206,0.0,0.0,0.0,0.010469
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:529130,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:529130,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.416667,0.5,0.5,0.083333,0,32.483822,0.0,5.41397,5,0,0,3,0.246255,0.836509,673,673,0.0,0.084821,0.084821,0.052084,0.056547,0.046131,0.0,0.0,0.0,0.221726,0.0,181.0,2.5,1114.5,0.096346,0.026896,0.0,0.0,0.0,0.016948
products_data.csv|__unknown__|seller_id:509685||products_data.csv|__unknown__|seller_id:53014,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:509685,products_data.csv|__unknown__|seller_id:53014,__unknown__,__unknown__,1,1,high,pending,,0.0,0,1,0,0,0,1,0,0,0,0.363636,0.142857,0.363636,0.220779,0,16.70196,0.0,5.56732,0,0,0,3,0.309001,0.580099,673,673,0.0,0.230655,0.491071,0.251488,0.141369,0.132441,0.0,0.0,0.0,0.145833,0.0,25.02,10.0,178.0,0.019943,0.012711,0.0,0.0,0.0,0.009709
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:533821,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.416667,0.5,0.5,0.083333,0,32.483822,0.0,5.41397,5,0,0,3,0.21847,0.794463,673,673,0.0,0.117559,0.159226,0.049108,0.078869,0.037202,0.0,0.0,0.0,0.203869,0.0,381.0,4.0,1106.0,0.111152,0.024157,0.0,0.0,0.0,0.014867
products_data.csv|__unknown__|seller_id:553494||products_data.csv|__unknown__|seller_id:707157,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:553494,products_data.csv|__unknown__|seller_id:707157,__unknown__,__unknown__,1,1,high,pending,,0.333333,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,6.414618,0.0,6.414618,0,0,0,3,0.225016,0.682483,673,673,0.001488,0.053571,0.029762,0.0,0.032738,0.007441,0.002976,0.001488,0.011905,0.001488,36.0,101.0,0.5,0.0,0.004827,0.000506,0.056701,0.00398,0.096111,0.000209
products_data.csv|__unknown__|seller_id:742494||products_data.csv|__unknown__|seller_id:755386,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:742494,products_data.csv|__unknown__|seller_id:755386,__unknown__,__unknown__,1,1,high,pending,,0.5,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,6.414618,0.0,6.414618,0,0,0,2,0.285963,0.498258,673,673,0.172619,0.316964,0.084822,0.21875,0.114584,0.081845,0.0,0.0,0.886905,0.0,1.0,28.6,2.5,233.0,0.012908,0.015314,0.0,0.0,0.5,0.0
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:529130,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:529130,__unknown__,__unknown__,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.416667,0.5,0.5,0.083333,0,32.483822,0.0,5.41397,5,0,0,3,0.171137,0.752695,673,673,0.0,0.287202,0.299107,0.049107,0.053571,0.04762,0.0,0.0,0.0,0.245535,0.0,285.0,7.0,1057.5,0.088507,0.032316,0.0,0.0,0.0,0.018904
products_data.csv|__unknown__|seller_id:475252||products_data.csv|__unknown__|seller_id:575467,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:475252,products_data.csv|__unknown__|seller_id:575467,__unknown__,__unknown__,1,1,high,pending,,0.5,0,1,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0,11.807584,0.0,5.903792,0,0,0,3,0.218455,0.582308,673,673,0.315476,0.068452,0.775298,0.133929,0.098214,0.126489,0.005953,0.0,0.88244,0.191964,6.0,0.1,17.0,166.0,0.010601,0.01215,0.142857,0.0,0.428571,0.01307
products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:645809,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:565793,products_data.csv|__unknown__|seller_id:645809,__unknown__,__unknown__,1,1,high,pending,,0.25,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,6.414618,0.0,6.414618,0,0,0,3,0.201869,0.557731,673,673,0.046131,0.0625,0.401786,0.455357,0.306547,0.383929,0.0,0.0,0.982143,0.071428,2.0,5.0,8.0,1505.0,0.045307,0.08638,0.0,0.0,0.6,0.006465
