balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
933,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/460087||market_item.xlsx|茶马古道|seller_raw:/shop/469683,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.683498,different_alias,true,茶马古道,茶马古道,/shop/460087,/shop/469683,,,,数据,,0.282588,0.993985,T: 求急渗透高手 最新投顾 股票 数据 || 求急渗透高手 最新投顾 股票 数据 | D: 急求实力渗透高手 需要精准股票投顾数据 带货询价 | C: 数据,T: 高价求购一手证券 股民，投顾料子，渗透高手带料询价 飞机 @dajianjian || 高价求购一手证券 股民，投顾料子，渗透高手带料询价 飞机 @dajianjian | D: 高价求购一手证券 股民，投顾料子，渗透高手带料询价 飞机 @dajianjian 股票 证券 渗透 一手 实时 最新 交易所 | C: 数据,pending,,,
934,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:55966||market_item.xlsx|中文暗网交易市场|seller_raw:58517,sockpuppet_primary,medium,profile_lexical_neighbor,2.419662,different_alias,true,中文暗网交易市场,中文暗网交易市场,55966,58517,,,,,,0.280763,0.367542,"T: 收0.002BTCwx,zfb回款100元本站用 || 收0.002BTCwx,zfb回款100元本站用 | D: 有的话给我留言， | C: 私人专拍",T: 120元人民币收本站用0.002比特币，微信支付宝回款 || 60元人民币收本站用0.001比特币，微信支付宝回款 | D: 120元人民币收本站用0.002比特币，微信支付宝回款 | C: 影视色情,pending,,,
935,text_clone_primary,market_item.xlsx|茶马古道|seller_raw:/shop/395162||market_item.xlsx|茶马古道|seller_raw:/shop/409287,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.78985,different_alias,true,茶马古道,茶马古道,/shop/395162,/shop/409287,,,"他没有数据库 , 运行速度非常快 , 不依赖第三方扩展 , 只需要简单的Nginx环境 和 PHP5.6 就可以跑起来 . 没有传统CMS大而全的鸡肋功能 , 只保留站长最实用 , 最高频的功能 , 方便部署和维护",,,0.259172,0.617409,T: 睡后收入之搭建黄色网站：完全自动化搜集资源100%安全无需数据库模板 ->成人网站管理系统1.8.9 版本 || 睡后收入之搭建黄色网站：完全自动化搜集资源100%安全无需数据库模板 ->成人网站管理系统1.8.9 版本 | D: 在三项基本原则（免安装、免配置、免采集）的基础下进行优化，主要是围绕“规范和速度”进行优化，制定了后期模板开发标准，然后调整了每日更新时间和数据拉取规则，没有任何访客卡顿感，大大提高的了访客体验 | C: 技术,T: H站源码+教程-资源无需采集，自动更新！你只需要运营就行！ || H站源码+教程-资源无需采集，自动更新！你只需要运营就行！ | D: 做站这么多年，很多新手入门会问到这个问题，标准不一，仅供参考☺ ①一万IP 月入8000—12000+ ②五万IP 月入30000—50000+ ③十万IP 月入100000+ 变现的渠道方法有很多：广告收入、会员增值、棋牌提成、灰产转化等等 有的站长一万IP可以月入三万，但是有的站长三万IP只能收一万块钱 一个... | C: 虚拟,pending,,,
936,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:560066||market_item.xlsx|中文暗网交易市场|seller_raw:581981,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.67282,different_alias,true,中文暗网交易市场,中文暗网交易市场,560066,581981,,,,数据资源 || 私人专拍,,0.305569,0.919703,T: 2020年同花顺股民数据13万条新鲜优质资源 || 私人专拍_闲人勿扰 | D: 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 | C: 私人专拍 || 数据资源,T: 新鲜出库11万欢乐棋牌数据菠菜博彩 || 私人专拍_私人勿扰 | D: 私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰 | C: 私人专拍 || 数据资源,pending,,,
937,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:554409||market_item.xlsx|中文暗网交易市场|seller_raw:591680,sockpuppet_primary,medium,profile_lexical_neighbor,2.418164,different_alias,true,中文暗网交易市场,中文暗网交易市场,554409,591680,,,,私人专拍,,0.264027,0.417001,T: 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 || 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 | D: 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 私拍_闲人勿拍私拍_闲人勿拍私拍_闲人勿拍 | C: 私人专拍 || 数据资源,T: 私拍私拍拍私拍私拍拍 || 私拍私拍拍私拍私拍拍 | D: 私拍私拍拍私拍私拍拍私拍私拍拍私拍私拍拍私拍私拍拍 | C: 私人专拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support."
938,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:530989||market_item.xlsx|茶马古道|seller_raw:/shop/427337,sockpuppet_primary,high,shared_description_clone|shared_title_clone,7.78622,different_alias,false,中文暗网交易市场,茶马古道,530989,/shop/427337,,2021年3月份网贷数据65000条一手数据,此数据为3月份网贷料 共计65000条 数据挂在网站卖，自由交易随时都会有成交，先买先用，不要问我有没有出过 有需求直接拍，自动发货 另有实时一手网贷每日更新,,,0.0,0.39311,T: Choice股民数据东方财富旗下金融数据平台懂得来屌丝勿扰 || 同花顺内部股民资料总共80w条网站没有出过 | D: 此数据为3月份网贷料 共计65000条 数据挂在网站卖，自由交易随时都会有成交，先买先用，不要问我有没有出过 有需求直接拍，自动发货 另有实时一手网贷每日更新 | C: 数据资源,T: 8月底期货交易平台服务器获取用户2万3千条_自动发货 || 8月底期货交易平台服务器获取用户2万3千条_自动发货 | D: 此数据实时出过一次 客户支付宝直加反馈百5以上 网站低价提供测试使用 有需要直接拍下 有问题联系tg:@AK1163 专业数据团队 数据直面客户 中介勿扰 数据易复制 拍下不做任何退款处理 | C: 数据,pending,,,
939,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/406567||market_item.xlsx|茶马古道|seller_raw:/shop/470307,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.672746,different_alias,true,茶马古道,茶马古道,/shop/406567,/shop/470307,,,,实物,,0.278791,1.0,T: 求购高仿百元假钞 || 求购高仿百元假钞 | D: 求购高仿版百元假钞求购高仿版百元假钞求购高仿版百元假钞 | C: 实物,T: 求购高仿离婚户口空本 || 求购高仿离婚户口空本 | D: 求购印刷厂直供长期合作 | C: 实物,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.
940,semantic_only,market_item.xlsx|茶马古道|seller_raw:/shop/394618||market_item.xlsx|茶马古道|seller_raw:/shop/429331,sockpuppet_primary,medium,profile_lexical_neighbor,2.416398,different_alias,true,茶马古道,茶马古道,/shop/394618,/shop/429331,,,,,,0.24941,0.459969,T: 来2D通道或者手输机 || 来2D通道或者手输机 | D: 来2D通道，或手输机，保测额，测活，大额料，一手料，追溯期长，有通道或手输的详谈TG : fly8588 | C: 数据,T: 求购手输机 钱不是问题 大量要 || 求购手输机 钱不是问题 大量要 | D: 求购手输机 面交 钱不是问题 | C: 实物,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support."
941,text_clone_primary,market_item.xlsx|茶马古道|seller_raw:/shop/412771||market_item.xlsx|茶马古道|seller_raw:/shop/441616,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.780276,different_alias,true,茶马古道,茶马古道,/shop/412771,/shop/441616,,,全网闲鱼最简单赚钱方法，不灰不黑！ 跟着学就行，百分之百学会！ 兼职日赚100-300，全职500以上！,技术,,0.263621,0.599275,T: 【热销】闲鱼最简单赚钱方法，日赚100-300，无需投资 || 【热销】闲鱼最简单赚钱方法，日赚100-300，无需投资 | D: 怎么鉴别手机号码添加微信好友，不用对方同意验证，直接加好友方法 | C: 技术,T: 2020年-约炮软件6款-可约楼凤兼职大学生兼职白领空姐模特狼友性息资源约炮APP找桑拿会所成人直播平台黄播APP || 急需20w 除了杀人都可以做 | D: 总体来说可玩度还是不错的，无论是暴力欲，还是单纯的想去看色情虐待的都有，甚至猎奇向的也有，例如关于实验生物的 | C: 数据 || 服务,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.
942,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/433471||market_item.xlsx|茶马古道|seller_raw:/shop/446950,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.66893,different_alias,true,茶马古道,茶马古道,/shop/433471,/shop/446950,,,,洗车精洗,,0.283155,0.985,T: 专业洗钱，任何钱都接 || 专业洗钱，任何钱都接 | D: 国外通道，支持云闪付支付宝扫码 | C: 洗车精洗,T: 专业洗车/代收/代付 || 专业洗车/代收/代付 | D: 专业洗车/代收/代付 | C: 洗车精洗,pending,,,
943,semantic_only,market_item.xlsx|茶马古道|seller_raw:/shop/424153||market_item.xlsx|茶马古道|seller_raw:/shop/463180,sockpuppet_primary,medium,profile_lexical_neighbor,2.41623,different_alias,true,茶马古道,茶马古道,/shop/424153,/shop/463180,,,,,,0.281604,0.363303,T: 淘宝母婴化妆品实时数据 || 淘宝母婴化妆品实时数据 | D: 淘宝女性母婴化妆品实时数据，TG:MUsheng567 | C: 数据,T: 淘宝母婴半格式1W tle:hansun88 || 淘宝母婴半格式1W tle:hansun88 | C: 站内充提,pending,,,
944,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:533469||market_item.xlsx|茶马古道|seller_raw:/shop/10063,sockpuppet_primary,high,shared_description_clone|shared_title_clone,7.77066,different_alias,false,中文暗网交易市场,茶马古道,533469,/shop/10063,,2021年3月新出唯品会女性购物数据5w自动发货,3月新出唯品会女性购物数据5w自动发货 附件有展示格式内容 下单前请先看清楚 此份数据主要为女性购物 母婴相关产品 数据易复制性 购买后不退不换 下单自动发货,,,0.0,0.38533,T: 4月_大圣棋牌5万条投注数据_先到先得_自动发货 || 4月_大圣棋牌5万条投注数据_先到先得_自动发货 | D: 359棋牌_1月微信充值数据11w条_网站首发_自动发货 数据都筛选过一次 全都是充值用户 格式保留完整含交易单号 专业棋牌数据稳定供应 有需要请长期关注 此份数据暗网首次发布 倒卖乱搞必定追究到底 | C: 数据资源,T: 加拿大_时时彩_六合彩PC站8月出库1万7条_带密码可验证登录 || 7月底劫持的十几个彩票平台数据5w条_下手要快_自动发货 | D: 7月底劫持的十几个彩票平台数据5w条_下手要快_自动发货 筛选出来的基本都是7月28-29-30号这几天的新鲜数据 格式看图 平台名字跟网址标注清楚 购买前请确认好是不是自己需要的 数据一手保真 购买后不受理退款找各种理由 机房稳定更新数据可长期提供 另有大量老数据低价打包出 欢迎咨询 | C: 数据,pending,,,
945,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/393179||market_item.xlsx|茶马古道|seller_raw:/shop/434368,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.66737,different_alias,true,茶马古道,茶马古道,/shop/393179,/shop/434368,,,,技术,,0.27991,0.993955,T: 求购色情网站百度排名或者引流技术 || 求购色情网站百度排名或者引流技术 | D: 求购色情网站百度排名或者引流技术，有意出售的发站内信，价格详谈 | C: 技术,T: 兼职、wz粉引流技术 || 兼职、wz粉引流技术 | D: 求购脚本引流jz、wz粉 | C: 技术,pending,,,
946,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:187565||market_item.xlsx|中文暗网交易市场|seller_raw:434839,sockpuppet_primary,medium,profile_lexical_neighbor,2.41398,different_alias,true,中文暗网交易市场,中文暗网交易市场,187565,434839,,,,实体物品,,0.240708,0.484866,T: 1500￥出定制四件套，无条件售后质保两个月(四大行任君选择，还可指定运营商可开国际漫游) || 1500￥出定制四件套，无条件售后质保两个月(四大行任君选择，还可指定运营商可开国际漫游) | D: （PS.本来就是暗网卡，不建议大家长期持有，最后钱不过夜） 质量有保证（不会出现黑吃黑，取现，网银转账） 都是自己人带队亲自办理的新卡，没有任何交易记录（都是本地人，出问题随时可以找到人） 保质期2个月，介意忽下单，可以延期(收到货开始算时间） 当天办理当天发货，晚上下单第二天办理完发货，(国内包邮（默认顺丰），... | C: 私人专拍 || 实体物品,T: 售国内银行卡 四件套1600R一套 干净开户 无任何记录 一手货源 可长期供应大量货 || 售国内银行卡 四件套1600R一套 干净开户 无任何记录 一手货源 可长期供应大量货 | D: （PS.本来就是暗网卡，不建议大家长期持有，最后钱不过夜） 质量有保证（不会出现黑吃黑，取现，网银转账） 都是自己人带队亲自办理的新卡，没有任何交易记录（都是本地人，出问题随时可以找到人） 保质期3个月，介意忽下单，可以延期(收到货开始算时间） 当天办理当天发货，晚上下单第二天办理完发货，(国内包邮（默认顺丰），... | C: 实体物品,reviewed,positive,codex_step5_v3,"Near-identical four-piece listing body repeats line for line, including the dark-net card caution and warranty wording."
947,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:63729||market_item.xlsx|茶马古道|seller_raw:/shop/467746,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone,7.763066,different_alias,false,中文暗网交易市场,茶马古道,63729,/shop/467746,,,8258条全国夫妻交友换妻信息 内容包含ID，邮箱，QQ，地址，年龄，身高，体重，职业，关系，需求，学历，收入，车，有没有交友经历 已设置自动发货，拍下付款会自动发货 麻烦买家收到货后第一时间放款，谢谢,,,0.354533,0.317934,T: 19年153W条英国公民数据姓名电话城市地址 || 全国夫妻交友换妻信息8258条 | D: 8258条全国夫妻交友换妻信息 内容包含ID，邮箱，QQ，地址，年龄，身高，体重，职业，关系，需求，学历，收入，车，有没有交友经历 已设置自动发货，拍下付款会自动发货 麻烦买家收到货后第一时间放款，谢谢 | C: 数据资源,T: 全国夫妻交友换妻信息8258条 含邮箱 QQ 身高等 自动发货 || 全国夫妻交友换妻信息8258条 含邮箱 QQ 身高等 自动发货 | D: 399套企业营业执照加开户许可证加法人正反面 企业营业执照，开户许可证，法人身份证正反面（照片，扫描件，复印件三种随机） 个别的带法人手持身份证或手持营业执照或营业场所照片 都是企业营业执照，个别的可能有水印 自动发货 | C: 数据 || 技术,pending,,,
948,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:569266||market_item.xlsx|中文暗网交易市场|seller_raw:582380,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.666424,different_alias,true,中文暗网交易市场,中文暗网交易市场,569266,582380,,,,数据资源 || 私人专拍,,0.292621,0.955349,T: 上月出农业银行信用卡21万数据含卡号 || 私拍链接私拍链接私拍链接 | D: 中国农业银行信用卡个人数据， 今年上月出的21万多条数据， 姓名.身份证.信用卡卡号.银行名称.手机号.出生日期.性别.所在地区.邮编 价格： * 21万条，一次拍2份 | C: 私人专拍 || 数据资源,T: 2020_8月新出高炮714网贷75000条贷款 || 2020_8月新出高炮714网贷75000条贷款 | D: 2020_8月新出高炮714网贷数据 数据非常详细， 借款信息有75000多条， 一条信息大多包含3个手机号，手机号总共大概有20万左右 2020年8月份新出的数据，具体借款时间截图有 格式内容如图，除了借款人，大多都有配偶，亲属信息很详实 75000条，自动发货 | C: 数据资源 || 私人专拍,pending,,,
949,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:56216||market_item.xlsx|茶马古道|seller_raw:/shop/530,sockpuppet_primary,medium,profile_lexical_neighbor,2.412928,different_alias,false,中文暗网交易市场,茶马古道,56216,/shop/530,,,,,,0.253175,0.446939,T: 出售大型博彩客户数据，2018年1月会员数据， || 出售大型博彩客户数据，2018年1月会员数据， | D: 需要测试的老板们，这边是小量出售的贴，可以在这边购买测试，~~这边是9333条数据~ | C: 数据资源,T: 求购BC会员数据 || 求购BC会员数据 | D: 量大，求购BC会员数据 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support."
950,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:354172||market_item.xlsx|中文暗网交易市场|seller_raw:375149,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.758418,different_alias,true,中文暗网交易市场,中文暗网交易市场,354172,375149,,,请到货签收后两天内确认无问题放下款，超过签收两天后不予退货，这东西对于有些人来说就是一次性消耗品 || 发货：拍下后请留下收货地址和联系方式，一般当天中午十二点前下单当天发，十二点过后下单隔天发,实体物品,,0.232123,0.68284,"T: 火币,okex,可盈可乐,otcbtc等交易所高级实名认证 || 完美四件套1500，一手开卡，可定制，质保60天 | D: (不可控的司法冻结不在售后范围) 商品：银行卡+身份证正反面照片+实名手机卡一张+U盾或者密码器(有需要可提供手持照片) 标价为15美元折合人民币100元 纯四件套请拍15份 需绑定支付宝过人脸加拍4份 需交易所高级实名认证加拍5份(交易所任选一个) 可指定银行指定运营商 质保两个月过后如还需要的话可续租7份每月 | C: 实体物品 || 虚拟物品","T: 完美四件套1300,一手开卡,质保60天 || 完美四件套1300,一手开卡,质保60天 | D: 不可控的司法冻结不在售后范围) 商品：银行卡+身份证正反面照片或复印件+实名手机卡一张+U盾或者密码器. 标价为15美元折合人民币100元 纯四件套请拍13份 可指定银行 质量有保证（不会出现黑吃黑，取现，网银转账） 都是自己人带队去银行开卡的，卡主主要为学生，出现资金问题可追回 | C: 实体物品",reviewed,uncertain,codex_step5_v3_calibrated_default_rereview_20260420,"Corrected Step 5 v3 calibrated-default cleanup: retained in the Step 11 primary graph as a no-shared-contact template clone. The overlap is too strong to ignore but is not seller-specific enough for positive supervision, and not strong enough by itself to assert seller-distinct negative supervision."
951,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/4880||market_item.xlsx|茶马古道|seller_raw:/shop/6021,sockpuppet_primary,medium,profile_lexical_neighbor,3.66365,different_alias,true,茶马古道,茶马古道,/shop/4880,/shop/6021,,,,数据,,0.436661,0.521842,T: 博彩 彩票数据 要求一手 最新的 质量好的全收 价格给你到位 || 盈丰国际 11W 数据 BC数据 刚刚爬取 一手数据只出一份 | D: 都是团队自己扒下来的 大概五百多万各种盘口的最新数据 带量来谈 | C: 数据,T: 彩票数据 要求一手 最新的，可以测试。 质量好的全收 价格给你到位，倒了的不要！ || 彩票数据 要求一手 最新的，可以测试。 质量好的全收 价格给你到位，倒了的不要！ | D: TG:gllanydou | C: 数据,pending,,,
952,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:44207||market_item.xlsx|中文暗网交易市场|seller_raw:53383,sockpuppet_primary,medium,profile_lexical_neighbor,2.411878,different_alias,true,中文暗网交易市场,中文暗网交易市场,44207,53383,,,,,,0.27248,0.388499,T: 求购本站0.001比特币 || 求购本站0.001比特币 | D: 求购本站0.001比特币，微信转账50 | C: 其它类别,T: 私拍00.001111勿扰 || 私拍0.001，勿扰 | D: 私拍0.001，勿扰 | C: 私人专拍,pending,,,
953,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:603220||market_item.xlsx|茶马古道|seller_raw:/shop/426194,sockpuppet_primary,high,shared_description_clone|shared_title_clone,7.758136,different_alias,false,中文暗网交易市场,茶马古道,603220,/shop/426194,,显示对方QQIP地址软件亲测可用,只要对方在线，就能能抓到！亲测可行！ 注意前提是要有对方好友。 不需要对方点击链接，不需要对方安装软件，不需要对方接收文件；只要打一个QQ电话，不管对方接还是拒接，或不接，都能就直接抓到对方ip。 win7，win10亲测可用，win10需加信任并以管理员身份运行。,,,0.0,0.379068,T: 淫魔李宗瑞合集偷拍60人继母模特林心如大S等 || 东南亚幼女167G集合自拍集合26个视频 | D: 都是迷奸类的，有欧美，韩国，台湾，越南，国产等等各个国家的合集，迷奸花样也 是花样繁多，各个国家不同玩儿法，射嘴里的，玩弄身体的，手插进穴里流尿的，爆 肛的，翻眼，打呼噜的应有尽有 | C: 影视色情 || 虚拟物品,T: 黄色网站0基础教程付送源码和自己积累的色粉引流心得 || ---寻找能渗透拖库的黑客帮我脱个棋牌站 | D: 也会送一套运营这个平台的课程（如果这个课程在的官网买，要几千块钱） 也会赠送两套搭建黄站的教程（含源码），其中一套是本人自己编写的手把手搭建黄站的视频教程，讲解的超级详细，是一步步点击按键录屏教程，即便是小白也能不费力的学会，以前在暗网卖25美金 | C: 虚拟 || 其它,pending,,,
954,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:38978||market_item.xlsx|中文暗网交易市场|seller_raw:43012,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.661678,different_alias,true,中文暗网交易市场,中文暗网交易市场,38978,43012,,,,私人专拍,,0.323955,0.858974,T: wangxiaoyu私人专拍 || wangxiaoyu私人专拍 | D: wangxiaoyu私人专拍 | C: 私人专拍,T: 44441 || 44441 | D: 私人专拍，带小白 | C: 私人专拍,pending,,,
955,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:488726||market_item.xlsx|茶马古道|seller_raw:/shop/410615,sockpuppet_primary,medium,profile_lexical_neighbor,2.410522,different_alias,false,中文暗网交易市场,茶马古道,488726,/shop/410615,,,,,,0.242923,0.476492,T: 匿名手机+已实名手机卡 || 匿名手机+已实名手机卡 | D: 全新好用，外赠2张已实名手机卡，可接打电话 | C: 实体物品,T: 三网实名手机卡 || 三网实名手机卡 | D: 三网实名手机卡，需要的老板联系TG：soulyang | C: 四件套号卡,pending,,,
956,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:569267||market_item.xlsx|茶马古道|seller_raw:/shop/411784,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone,7.755234,different_alias,false,中文暗网交易市场,茶马古道,569267,/shop/411784,,,今年投顾公司数据全国各种投资客户数据75w股票基金理财等 数据格式： 客户名称-性别-投资业务-身份证-手机号-运营商-邮编-地区 这些客户都是投资过股票，理财，期货，债券，基金等等 投资类业务的， 做股票等投资类业务推广，很精准，优质 || 今年投顾公司数据全国各种投资客户数据75w股票基金理财等 数据格式： 客户名称-性别-投资业务-身份证-手机号-运营商-邮编-地区 这些客户都是投资过股票，理财，期货，债券，基金等等 投资类业务的， 做股票等投资类业务推广，很精准，优质！ 今年新鲜的共75万多条。 买75万条的价格，拍2份； 买25万条的价格，拍1份。 独家全网首发新鲜资源，看清再拍，谢谢,,,0.363779,0.28628,T: 今年投顾公司数据全国各种投资客户数据75w股票基金理财等 || 今年投顾公司数据全国各种投资客户数据75w股票基金理财等 | D: 今年投顾公司数据全国各种投资客户数据75w股票基金理财等 数据格式： 客户名称-性别-投资业务-身份证-手机号-运营商-邮编-地区 这些客户都是投资过股票，理财，期货，债券，基金等等 投资类业务的， 做股票等投资类业务推广，很精准，优质 | C: 数据资源 || 私人专拍,T: 股票基金理财等75w今年投顾公司全国各种投资客户数据 || 股票基金理财等75w今年投顾公司全国各种投资客户数据 | D: 今年投顾公司数据全国各种投资客户数据75w股票基金理财等 数据格式： 客户名称-性别-投资业务-身份证-手机号-运营商-邮编-地区 这些客户都是投资过股票，理财，期货，债券，基金等等 投资类业务的， 做股票等投资类业务推广，很精准，优质 | C: 数据 || 担保私拍,pending,,,
957,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:40848||market_item.xlsx|中文暗网交易市场|seller_raw:45910,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.659716,different_alias,true,中文暗网交易市场,中文暗网交易市场,40848,45910,,,,实体物品,,0.289852,0.960302,T: 男人请进~征服女人必备、保证正品，假货包退 || 男人请进~征服女人必备、保证正品，假货包退 | D: 万通正品商品 拍下单后请留收货地址联系方式 产品：(万通)枸橼酸西地那非片 一盒5粒 一粒50mg 功能：治疗勃起功能障碍 就是吃了做爱很厉害👍 用法用量禁忌：按照说明书规定就好 有心脏病的还是别买了 吃了怕心脏受不了 不是正品随时退货 给我留言的时候最好是呼叫我一下 这样我也容易看到信息谢谢 | C: 实体物品,T: 100毫克进口伟哥（枸橼酸西地那非） || 100毫克进口伟哥（枸橼酸西地那非） | D: 美国进口100毫克伟哥（枸橼酸西地那非），国内名叫艾万可，10片一版400块，还是50毫克的 枸橼酸西地那非是用于治疗男性勃起功能障碍FDA批准的药物 | C: 实体物品,pending,,,
958,semantic_only,market_item.xlsx|茶马古道|seller_raw:/shop/394332||market_item.xlsx|茶马古道|seller_raw:/shop/781,sockpuppet_primary,medium,profile_lexical_neighbor,2.410306,different_alias,true,茶马古道,茶马古道,/shop/394332,/shop/781,,,,,,0.24808,0.460913,T: 求购一手JP料！ || 求购一手JP料！ | D: 收一手JP的料，二手料不要哦 | C: 其它,T: 求购一部daoshua的iphone || 求购一部daoshua的iphone | D: 求购一部iPhoneX smax 512g | C: 实物,pending,,,
